query_id,query,department,solution,query_date,date_solved,employee_id
1357,Are there minimum or maximum limits for RTGS transfers,fundstransfer,"The RTGS system has been designed for large value transactions. The minimum amount to be remitted through RTGS is Rs. 2 Lakhs. There is no upper ceiling for RTGS transactions. The only change to this is RTGS transactions done through NetBanking, when the maximum amount of funds that can be transferred per Customer ID per day is Rs. 10 Lakhs. View more",7/12/2019,5/15/2019,502
1358,What information do I need to provide when using the RTGS funds transfer service,fundstransfer,"When using RTGS Funds Transfers, there are a few essential details to provide: Amount to be remitted Account number from where the funds will be debited Name of the beneficiary bank, and the name of the beneficiary customer Account number of the beneficiary customer Sender to receiver information, if there is one The IFSC code of the receiving branch View more",7/19/2019,10/30/2018,565
1359,What are the charges for the RTGS funds transfer service,fundstransfer,"Effective 15 November, 2010; RTGS transactions on NetBanking are charged as below : Rs. 2 lac to Rs. 5 lac - Rs. 25 (inclusive of taxes) per transaction Above Rs. 5 lac - Rs. 50 (inclusive of taxes) per transaction Note: RTGS transfers can be done for amounts exceeding Rs. 2,00,000 only whereas for NEFT there are no such amount restrictions.",3/13/2019,2/13/2019,555
1360,How long does it take for funds to be transferred from one account to another,fundstransfer,Real-time means that beneficiary branches are expected to receive the funds as soon as they are transferred by the remitting bank. The beneficiary bank must credit the beneficiary's account within 30 minutes of receiving the funds transfer message.,7/8/2019,7/26/2019,574
1361,"If the money is not credited successfully, will the remitting customer get the funds back",fundstransfer,"With RTGS, the receiving bank should credit the account of the beneficiary instantly. If for some reason the money cannot be credited, the receiving bank has to return the money to the remitting bank within 1 hour. As soon as the money is returned, the original debit entry in the customer's account is reversed.",4/2/2019,3/19/2019,513
1362,What is the procedure to follow if my Debit Card PIN is blocked,cards,"Please note that if you enter an incorrect PIN three times in the ATM, your access gets blocked for security reasons. It gets activated after 24 hours. Kindly use your Debit / ATM Card at the ATM after 24 hours with the same PIN available with you. If your account still remains inaccessible, please apply for new PIN. You can apply for regeneration of your ATM / Debit PIN in following ways: Fill-up the new PIN application form and submit it at any of our branches. On receipt of the form and successful verification, we will process a new ATM PIN and send it to your mailing address, as registered in our records. Submit a request at PhoneBanking, after validation with your Telephone Identification Number (TIN). For every PIN Regeneration request, charges of Rs. 50 + Service Tax + Educational Cess is applicable. For more details, Contact Us View more",10/20/2018,11/27/2018,523
1363,Why is 2nd Level authentication made mandatory for all Card related online transactions,cards,"All online card transactions, as per RBI’s mandate, need to have a second level authentication when a transaction is made. Hence the cards need to be registered for Verified by Visa(VBV)or MasterCard Secure Code to complete an online transaction. A transaction can be carried out only on those websites that are Verified by Visa or MasterCard Secure Code enabled. Thus when you are making an online transaction on these websites you will be prompted to register for the service, if you have not registered till date. You can fill the required details and complete the transaction after registering. You can also register your card for Verified by Visa or MasterCard Secure Code here. View more",6/10/2019,8/17/2019,593
1364,Can I use my Debit Card to pay online,cards,Currently your Debit Card can be used to make purchases from online merchants who have the Verified by Visa/ MasterCard SecureCode certification displayed on their web site. Learn more about using your Debit card for making online purchases here.,10/24/2018,3/31/2019,568
1365,What should I do if my Debit Card is not working,cards,"If there is a technical problem because of which your card is not working, we request you to contact us on our Phone Banking center or branch and hotlist/block the said card. Please make a request to issue a new card for your account which will be free of cost and should be delivered to you in 7 working days time once issued. For more details on PhoneBanking numbers and their timings, click here. For a comprehensive list of branches, click here. View more",1/8/2019,5/25/2019,580
1366,How do I enable International Usage on my Syndicate Bank Rewards Debit Card,cards,Please find below the steps to enable International Usage for you Syndicate Bank Rewards Debit Card: Steps to Enable International Usage on Debit Card: Log on to NetBanking Click on Cards tab and go to Debit Cards menu Click on Request Select 'Set International / Domestic Usage' Select the option 'Card to be enabled for International and Domestic/ Use' Steps to Modify Daily International Usage on Debit Card Log on to NetBanking Click on Cards tab and go to Debit Cards menu Click on Request Select 'Modify International Limit' Set your daily international limit,8/13/2019,8/30/2019,574
1367,What are the Debit Card transaction fees if I swipe my card at Petrol pumps or Railway stations,cards,"The following are the transaction charges applicable when you use the Debit Card at: Petrol pumps: Rs. 10 or 2.5% of the transaction amount (whichever is greater). Railway Stations: Flat charge of Rs. 30 per ticket + 1.8% of the transaction amount. IRCTC: Transaction charge of 1.8% of the transaction amount Please note that there are no transaction fees applicable at other merchant locations. These charges attract a Service Tax and an Swachh Bharat Cess as applicable, in terms with the current Finance Bill. View more",11/7/2018,3/27/2019,590
1368,What is the procedure to replace a damaged Debit Card,cards,"We request you to contact the Bank using Phone Banking (available 24x7), where you can Hotlist your card immediately and simultaneously request for re-issuance of a new card. You may also submit a written instruction at the nearest branch to hotlist and re-issuance of ATM / Debit Card. Replacement/Reissuance Charges for Debit Cards - Rs. 200 + applicable taxes (W.e.f 1st Dec’16). For more details, Contact Us. View more",8/18/2019,3/1/2019,589
1369,Why is the customer required to fill a cardholder dispute form (CDF) to report transaction dispute,cards,"A duly filled in Cardholder Dispute Form (CDF) mentioning all the required details of the disputed transaction(s) and the exact nature of dispute, aids the Cardholder as well as the Bank to initiate accurate investigation with the respective Merchant / Member Bank.Pls click on link below to view the cardholder dispute form: http://www.Syndicatebank.com/assets/pdf/Cardholder_Dispute_Form.pdfNOTE: A detailed email mentioning all the required details and supporting documents (if any), as mentioned in the CDF, can also be written to [email protected]",2/23/2019,11/10/2018,526
1370,What is the time frame to resolve Domestic ATM transaction disputes,cards,7 working days from receipt of the dispute.,3/12/2019,10/14/2018,589
1371,What is the time frame to report Debit Card transaction dispute,cards,Transaction dispute needs to be reported in writing within 30 days from the transaction date.,2/13/2019,11/22/2018,579
1372,Which documents are to be submitted with respect to the failed/ disputed transaction,cards,The Debit Cardholder must submit the following documents along with the dully filled Cardholder Dispute Form (CDF). Transaction typeDocuments to attached Transaction declined but funds are debited from the account Void charge-slip OR email/letter from merchant confirming transaction not completed Amount debited but payment made through an alternate mode Proof of payment by alternate mode Excess amount debited Proof of actual amount authorized/agreed with the merchant Transaction cancelled but refund from merchant not credited / Damaged goods/ Quality of the product or services is not as agreed Cancellation confirmation from the merchant/ refund confirmation It is strongly recommended to check if the amount has already been credited /adjusted into your e-wallet / subscriber account in case of ecommerce transactions.,2/11/2019,12/21/2018,515
1373,How do I report such service/merchant related transaction dispute incurred using my Debit Card transaction,cards,"We strongly recommended that for all service related disputes, the Debit Cardholder must first attempt to contact the merchant to resolve the dispute which enables prompt resolution. Considering all attempts have been made to resolve dispute with the merchant, you may call PhoneBanking team for raising exact nature of dispute and send relevant supporting document with respect to failed / disputed transactions with complete transaction(s) details to [email protected] ] OR submit the same at your nearest Syndicate Bank branch.",10/18/2018,11/13/2018,557
1374,What is a service dispute,cards,"Following transactions are categorized as service dispute. Transaction declined but funds are debited from the account Amount debited but payment made through an alternate mode Excess amount debited Transaction cancelled but refund from merchant not credited Dual Debits /Duplicate debits for the same merchant, amount, date and time Damaged goods/ Quality of the product or services is not as agreed.",12/31/2018,7/2/2019,582
1375,What is the time frame to resolve Purchase/ Online & International ATM transaction disputes,cards,Approximately 45 to 120 days from receipt of the dispute depending upon the relevant franchise's ( e.g. Visa / Master / Rupay / Diners etc.) dispute resolution cycle.,7/1/2019,2/9/2019,522
1376,Are there charges I should know about Imperia Platinum Chip Debit Card,cards,"Another benefit of the EasyShop Platinum Debit card is that there are absolutely no transaction charges to worry about when shopping at a merchant location. Any Fuel surcharge levied will be reversed within 75 days from the date of levy of the surcharge(upto a maximum of Rs. 750 per month per card. You can use your card charge-free at all Syndicate Bank ATMs, but remember to check the associated fees when using other bank ATMs. Please also remember that charges will be levied at Railway stations. This is as per industry practice. View more",7/24/2019,7/1/2019,536
1377,What should I do in the case of a void transaction Imperia Platinum Chip Debit Card,cards,Just fax us a copy of the void transaction slip. You can also send it to or submit the same at your nearest Syndicate Bank branch. For PhoneBanking numbers Click Here .,4/28/2019,4/23/2019,502
1378,Where can I use my EasyShop Platinum Debit Card,cards,"Just look for the Visa logo when shopping. If you'd like to use an ATM, it should have the Visa or PLUS logo. And remember, you can use your EasyShop Platinum Debit Card at all Syndicate Bank ATMs just like a normal card.",7/25/2019,7/22/2019,544
1379,Are there any transaction limits for Imperia Platinum Chip Debit Card,cards,"Depending on the balance in your account, it is possible to withdraw up to Rs. 1 lakh at the ATM daily, and spend Rs 2.75 lakhs daily. These limits have been set for your card security.",10/22/2018,9/13/2018,542
1380,What should I do in the case of a void transaction for Platinum Debit Card,cards,Just fax us a copy of the void transaction slip. You can also send it to or submit the same at your nearest Syndicate Bank branch. For PhoneBanking numbers Click Here .,5/14/2019,1/25/2019,569
1381,Where can I use my EasyShop Platinum Debit Card,cards,"Just look for the Visa logo when shopping. If you'd like to use an ATM, it should have the Visa or PLUS logo. And remember, you can use your EasyShop Platinum Debit Card at all Syndicate Bank ATMs just like a normal card.",8/30/2019,11/21/2018,523
1382,Are there transaction limits for Platinum Debit Card,cards,"Depending on the balance in your account, it is possible to withdraw up to Rs. 1 lakh at the ATM daily, and spend Rs. 2.75 lacs daily. These limits have been set for your card security.",8/2/2019,5/11/2019,524
1383,Are there charges I should know about Platinum Debit Card,cards,"Another benefit of the EasyShop Platinum Debit card is that there are absolutely no transaction charges to when shopping at a merchant location. You can use your card charge-free at all Syndicate Bank ATMs, but remember to check the associated fees when using other bank ATMs. Please also remember that charges will be levied at Railway stations. This is as per industry practice. The annual Charges for Easy Shop Platinum Debit Card is Rs.750 View more",8/30/2019,9/13/2018,512
1384,What should I do in the case of a void transaction for Titanium Royale Debit Card,cards,Just fax us a copy of the void transaction slip. You can also send it to or submit the same at your nearest Syndicate Bank branch. For PhoneBanking numbers Click Here .,9/17/2018,7/20/2019,541
1385,Where can I use my EasyShop Titanium Royale Debit Card,cards,"Just look for the MasterCard logo when shopping. If you'd like to use an ATM, it should have the Master or Cirrus logo. And remember, you can use your EasyShop Titanium Royale Debit Card at all Syndicate Bank ATMs just like a normal card.",2/23/2019,12/8/2018,586
1386,Are there charges I should know about Titanium Royale Debit Card,cards,"Another benefit of the EasyShop Titanium Royale Debit card is that there are absolutely no transaction charges when shopping at a merchant location. Any Fuel surcharge levied will be reversed within 75 days from the date of levy of the surcharge(upto a maximum of Rs. 750 per month per card. You can use your card charge-free at all Syndicate Bank ATMs, but remember to check the associated fees when using other bank ATMs. Please also remember that charges will be levied at Railway stations. This is as per industry practice. View more",12/14/2018,8/1/2019,535
1387,Are there transaction limits for Titanium Royale Debit Card,cards,"Depending on the balance in your account, it is possible to withdraw up to Rs. 75,000 at the ATM daily, and spend Rs 1.75 lacs daily. These limits have been set for your card security.",7/17/2019,12/11/2018,559
1388,What should I do in the case of a void transaction for Gold Debit Card,cards,Just fax us a copy of the void transaction slip. You can also send it to or submit the same at your nearest Syndicate Bank branch. For PhoneBanking numbers Click Here.,2/4/2019,9/28/2018,556
1389,How do I claim Personal Accident Death Cover for Gold Debit Card,cards,"Nominees and legal heirs should visit their nearest Syndicate Bank branch. We will help with the documents required, and, when these are complete, we will liaise with the relevant insurance company to resolve the claim. This is a special service for our EasyShop Gold Debit Card holders. Remember to provide us with all documents within one month of death.",9/26/2018,12/8/2018,567
1390,Where can I use my EasyShop Gold Debit Card,cards,"Just look for the VISA logo when shopping, and if using an ATM check for the VISA/PLUS logo.",1/11/2019,9/26/2018,531
1391,Are there extra charges for Gold Debit Card,cards,"You can be sure that there are no transaction charges when using your card at a merchant location. There are also no petrol surcharges, or fees for using an Syndicate Bank ATM. Just remember to check for usage charge information if you access other bank ATMs.",3/10/2019,1/9/2019,576
1392,Are there transaction limits for Gold Debit Card,cards,"Subject to the balance in your account, the daily limits are Rs. 50,000 at ATMs and Rs. 2.75 lacs at merchant locations. These limits have been set for the security of your card.",7/8/2019,10/4/2018,573
1393,Where can I use my EasyShop Titanium Debit Card,cards,"Your card can be used at all Syndicate Bank ATMs, just like a normal card. When shopping at merchant locations, just look out for the MasterCard logo, and at ATMs check for the Master and Cirrus logo.",12/23/2018,7/13/2019,583
1394,Are there any charges to be aware of for Titanium Debit Card,cards,Check the associated fees here.,11/22/2018,12/14/2018,503
1395,What are the transaction limits for Titanium Debit Card,cards,"The daily limits are Rs. 50,000 at the ATM and Rs. 1.75 lacs at merchant locations. This is subject to the balance in your account, and is for your account security.",10/22/2018,10/5/2018,508
1396,What should I do in the case of a void transaction for Titanium Debit Card,cards,Just fax us a copy of the void transaction slip. You can also send it to or submit the same at your nearest Syndicate Bank branch. For PhoneBanking numbers Click Here.,6/9/2019,12/4/2018,503
1397,What should I do in the case of a void transaction,cards,Just fax us a copy of the void transaction slip. You can send it to one of our PhoneBanking numbers or your nearest Syndicate Bank branch.,4/25/2019,10/6/2018,583
1398,What should I do in the case of a void transaction for International Debit Card,cards,Just fax us a copy of the void transaction slip. You can also send it to or submit the same at your nearest Syndicate Bank branch. For PhoneBanking numbers Click Here.,11/12/2018,2/22/2019,542
1399,Are there charges I should know about International Debit Card,cards,"Another benefit of the EasyShop Platinum Debit card is that there are absolutely no transaction charges to when shopping at a merchant location. Fuel surcharge levied at select BPCL petrol pumps will be reversed within 75 days from the date of levy of the surcharge. Just make sure your card is swiped at Syndicate Bank’s terminal to avail petrol surcharge waiver. You can use your card charge-free at all Syndicate Bank ATMs, but remember to check the associated fees when using other bank ATMs. Please also remember that charges will be levied at Railway stations. This is as per industry practice. View more",12/11/2018,8/19/2019,548
1400,Where can I use my EasyShop International Debit Card,cards,"Anywhere you see the Visa logo, and at any ATM displaying the Visa or PLUS logo. Remember, your card can be used at all Syndicate Bank ATMs just like a normal ATM card.",9/1/2018,11/30/2018,566
1401,Are there transaction limits for Debit Card,cards,"A daily ATM limit of Rs. 25,000 for withdrawals, and Rs. 1,25,000 at merchant establishments .",11/4/2018,6/24/2019,517
1402,Are there extra charges for International Business Debit Card,cards,"You can be sure that there are no transaction charges when using your card at a merchant location. There are also no petrol surcharges, or fees for using an Syndicate Bank ATM. Just remember to check for usage charge information if you access other bank ATMs.",10/15/2018,3/15/2019,589
1403,Where can I use my EasyShop Business Debit Card,cards,"Just look for the MasterCard logo when shopping, and if using an ATM check for the MasterCard/Cirrus logo.",12/23/2018,7/31/2019,549
1404,What should I do in the case of a void transaction for International Business Debit Card,cards,Just fax us a copy of the void transaction slip. You can also send it to or submit the same at your nearest Syndicate Bank branch. For PhoneBanking numbers Click Here.,10/26/2018,8/1/2019,565
1405,Are there transaction limits for Business Debit Card,cards,"Subject to the balance in your account, the daily limits are Rs. 50,000 at ATMs and Rs. 1.75 lacs at merchant locations. These limits have been set for the security of your card.",8/2/2019,8/13/2019,597
1406,What should I do in the case of a void transaction for Womans Advantage Debit Card,cards,Just fax us a copy of the void transaction slip. You can also send it to or submit the same at your nearest Syndicate Bank branch. For PhoneBanking numbers Click Here.,9/12/2018,11/1/2018,541
1407,Where can I use my EasyShop Woman’s Advantage Debit Card,cards,Your card will be valid the world over – just look for the VISA sign.,8/16/2019,6/25/2019,517
1408,Are there extra charges for Womans Advantage Debit Card,cards,There are absolutely no transaction charges to think about when using your card at a merchant location. There are also no fees for using an Syndicate Bank ATM. Just remember to check for usage charge information if you access other bank ATMs.,3/18/2019,3/1/2019,530
1409,What if Womans Advantage Debit Card is lost or stolen,cards,You will not have any liability for fraudulent transactions.,3/12/2019,1/20/2019,519
1410,Are there transaction limits for Womans Advantage Debit Card,cards,"Subject to the balance in your account, the daily limits are Rs. 25,000 at ATMs and Rs. 1.25 lacs at merchant locations. These limits have been set for the security of your card.",1/6/2019,10/18/2018,577
1411,Are there extra charges NRO Debit Card,cards,There are absolutely no transaction charges when using your card at a merchant location. Just remember that at petrol pumps and railways you will be charged as per industry practice.,3/4/2019,1/20/2019,598
1412,Where can I use my EasyShop NRO Debit Card,cards,"Look for the VISA logo at merchant locations, and the VISA/PLUS sign at ATMs.",11/26/2018,9/5/2018,570
1413,What should I do in the case of a void transaction for NRO Debit Card,cards,Just fax us a copy of the void transaction slip. You can also send it to or submit the same at your nearest Syndicate Bank branch. For PhoneBanking numbers Click Here.,5/19/2019,6/12/2019,513
1414,Are there transaction limits for NRO Debit Card,cards,"Subject to the balance in your account, the daily limits are Rs. 25,000 at ATMs and Rs. 1.75 lacs at merchant locations in India. These limits have been set for the security of your card.",5/15/2019,3/17/2019,575
1415,Can the JetPrivilege Syndicate Bank World Debit Card be taken by public / private / partnership firm,cards,JetPrivilege Syndicate Bank Debit Card can be issued to the authorised signatories of public / private / partnership firms.,6/13/2019,7/15/2019,579
1416,How will I earn the JPMiles on my JetPrivilege Syndicate Bank World Card,cards,"On your JetPrivilege Syndicate Bank World Debit Card, you will earn JPMiles for all your retail spends in the ratio of 2 JPMiles per INR 150 spent.Spends JPMiles will be transferred into your JetPrivilege membership within a period of 40 working days of the transaction date.",6/10/2019,6/25/2019,559
1417,When will I get my Enrollment Benefits on the JetPrivilege – Syndicate Bank World Debit Card,cards,Your Rs. 750/- discount voucher code will be sent to you to your registered email ID within 7 days of payment of annual fee for your Debit Card.,8/17/2019,3/4/2019,521
1418,Can a chip card be used for online transactions,cards,Yes the chip card can be used for online transactions. The JetPrivilege Syndicate Bank World Debit Card has to be registered for 'MasterCard SecureCode’ which ensures safe online transactions after which the card can be used online.,7/29/2019,7/2/2019,570
1419,Will the Rs.750 discount voucher be applicable only on booking done on jetairways.com,cards,"Yes, the Rs.750 discount voucher can be used only for online booking of a RETURN FLIGHT on Jet Airways flights through Jet Airways websites only. This discount is against the base fare.",12/4/2018,1/22/2019,532
1420,What if I want to use my Debit Card internationally,cards,"RuPay Platinum Debit Card can only be used in India. To get a Debit Card that can be used internationally, please visit the nearest branch and request for a Visa / MasterCard Debit Card. Kindly note all new Visa / MasterCard Debit Cards are only activated for domestic usage, as per RBI guideline. To instantly enable international usage on your Visa / MasterCard Debit Card, please log in to NetBanking > Debit Cards (tab) > Set International / Domestic Usage.",6/22/2019,7/28/2019,568
1421,Can I use the RuPay Platinum Debit Card to pay online,cards,Currently your RuPay Platinum Debit Card can be used to make purchases from Domestic online merchants who have the RuPay PaySecure certification displayed on their website.,4/11/2019,1/3/2019,543
1422,Where can the RuPay Platinum Debit Card be used,cards,This Syndicate Bank RuPay Platinum Debit Card is enabled for both domestic and International transactions. You can use your debit card for shopping at Merchant outlet and cash withdrawal at both Domestic and International locations. Additionally your card can be used online on domestic websites.,5/27/2019,8/30/2019,598
1423,Can I use the RuPay ATM card at Merchant outlets or on Ecom website,cards,"No, the ATM card can be used on to withdraw money from ATM machines only. The ATM cards cannot be used for payment at Merchant outlets or on Online payments",5/2/2019,6/20/2019,507
1424,What should I do in the case of a void transaction for Rewards Debit Card,cards,Just fax us a copy of the void transaction slip. You can also send it to [email protected] or submit the same at your nearest Syndicate Bank branch. For PhoneBanking numbers click here.,4/25/2019,3/28/2019,572
1425,What are the transaction limits for Rewards Debit Card,cards,"The daily limits are Rs. 50,000 at the ATM and Rs. 2, 75,000 at merchant locations as well as online transactions. This is subject to the balance in your account, and is for your account security.",6/27/2019,8/13/2019,592
1426,Are there charges I should know about Syndicate Bank Rewards Debit Card,cards,Another benefit of the Rewards Debit card is that there are absolutely no transaction charges when shopping at a merchant location.,1/14/2019,5/1/2019,518
1427,Can a chip card be used for online transactions,cards,Yes the chip card can be used for online transactions. The Syndicate Bank Rewards Debit Card has to be registered for 'Verified by Visa’ which ensures safe online transactions after which the card can be used online.,6/8/2019,2/8/2019,578
1428,What is Times Points,cards,Times points is a unique loyalty program which allows you to earn reward points for all your digital media usage (create/consume/share etc.) across digital properties of Times Internet Limited,4/18/2019,5/2/2019,585
1429,Where should I contact or write to know about the existing offers on my cards,cards,"You do not have to call or write anywhere, you can know about the list of exciting offers on www.timespoints.com/debit.",4/29/2019,4/23/2019,600
1430,Where should I contact or write for my doubts or queries,cards,"For all Times points related queries, you are requested to write to [email protected]",1/23/2019,4/8/2019,511
1431,How Can I get my Times Points Debit Card,cards,If you are an existing Syndicate Bank account holder following are the process to get a Times Points Debit Card: 1. Please visit the nearest Syndicate Bank branch and apply for Times Points Debit card 2. Please visit Syndicate Bank NetBanking and Upgrade your existing card to Times Points Debit Card 3. Call Phone banking and put a request for new request for Times Points Debit Card(in case you do not have any debit card) or request for upgrade of your card to Times Point Debit card. In case you do not have existing account with Syndicate bank then we would request you to visit nearest branch to open an account and request for Times Points Debit card.,12/8/2018,12/23/2018,533
1432,"Except for digital media consumption, what is the other medium of earning Times Points",cards,Syndicate bank Times Points Debit Card gives customer unique opportunity to earn Times Points even when they are not online. Customer can earn times point by simply using their debit card for their all spends on Point of Sale or Ecommerce transaction.,10/13/2018,9/15/2018,549
1433,"If I hotlist my card, will I get deregister from the Times points program",cards,"No, your Times Points account will remain active and you can keep using www.timespoint.com as earlier.",5/26/2019,1/28/2019,535
1434,How do I reset my password,cards,"An immediate email will be sent to you after the card is issued to you for setting up your password. For resetting or changing the password you will have to login to www.timespoint.com and visit the settings tab. In case you forget the password of your account, you can try for “Forget Password” and a password reset mail will be sent to you.",11/9/2018,10/23/2018,534
1435,Why Should I take this card,cards,This is an Unique proposition from Syndicate Bank and Times Internet Limited to provide you with opportunities to accumulate points while spending as well as using media contents e.g. You can use debit card to buy mobile /laptop etc. and earn Times points or you can surf through the Times Internet Limited properties to earn Times points. The times points can be redeemed on www.timespoint.com against attractive offers and gifts.,5/31/2019,11/24/2018,519
1436,How much of Times points will I earn for each activity on TIL,cards,The number of points to be earned for each activity is dynamic and it ranges from 1-5. The points to be earned will be visible to you while you are logged in to your account.,3/1/2019,8/4/2019,591
1437,Where can I burn my accumulated Times points,cards,You can use the accumulated Times points on www.timespoint.com. You will be able to avail attractive offers and gifts using the Times points.,5/10/2019,7/11/2019,546
1438,When will I get my enrollment Times points,cards,Your enrollment Times points will be credited into your account within 72 hours of the 1st transaction using your Times Points Debit Card. Your account will be credited with one time 500 times point enrolment benefits.,11/18/2018,4/30/2019,531
1439,How long can I keep my earned Times points,cards,"When you earn points, your points earned are valid for 12 months from the date of earning. The points will expire on the 1st of every month.",12/9/2018,10/15/2018,580
1440,What are the Terms and Conditions for the offers at my disposal,cards,Please visit www.timespoints.com/debit for present offers and T&C.,9/12/2018,4/26/2019,554
1441,What is the validity of the offers,cards,The offers has a validity of Minimum 3 months and maximum of 12 months.,8/10/2019,3/2/2019,531
1442,"I am already member of Times points, do I need to register again",cards,"If your e-mail ID in the existing registration on times point and the one given to Syndicate Bank is same then you don’t have to register, however in case of different e-mail ID or no e-mail ID in existing Times Points account, you will be automatically registered on times points using your e-mail ID given to Syndicate Bank and a confirmation mail will be sent to your email ID.",1/25/2019,1/13/2019,577
1443,Which all Times group digital properties offer times points,cards,"While times points is a constantly growing entity, at present users are rewarded for their digital media usage across pages listed below: www.timesofindia.com www.speakingtree.in www.economictimes.com ww.itimes.com www.maharashtratimes.com www.eisamay.com www.gaana.com www.navgujratsamay.com www.navbharattimes.com",4/4/2019,12/8/2018,568
1444,Does customer need to log-in to every Times Internet Limited page for earning Times Points,cards,Yes. Customer needs to log-in to earn times points for activities done on any website.,3/28/2019,6/1/2019,548
1445,Where can I check the Times points earned for my transactions,cards,You can login to the www.timespoint.com using your username and password to check the times point earned.,12/5/2018,4/5/2019,540
1446,What do I do if I have an issue related to the product using Times points from portal/link,cards,"If there is any issue with the product purchased using Times points, we would request you to write to [email protected] Additionally you can always write to for any problem related to Times Points Debit Card. You are requested to mention your registered email id/ registered mobile no to identify yourself while writing to us to track your issue and resolve the same.",7/27/2019,1/23/2019,580
1447,How much am I going to be charged yearly for Times Points Debit Card,cards,The annual charges for Times Points Debit Card is Rs. 650/- +Taxes applicable.,4/10/2019,12/8/2018,504
1448,How can I earn Times Points,cards,"Welcome Benefit 500 Times Points will be gifted after you use the card to shop for the first times. Earn Times Points every time you shop. Get 2 Times Points for every Rs. 150 spent. Earn Times Points based on the activities on the Times Internet Limited digital pages. The list of Times Internet Limited digital properties are www.timesofindia.com, www.speakingtree.in, www.economictimes.com , www.itimes.com , www.maharashtratimes.com , www.eisamay.com , www.gaana.com , www.navgujratsamay.com , www.navbharattimes.com Please note, you need to be logged in to your Times Points account for earning Times Points while consuming, sharing & creating content on above listed websites.",6/5/2019,7/11/2019,548
1449,"If I get a new card (reissue), will my Times point carry forward",cards,"Yes, your accumulated Times point will be carried forward to the new card.",9/19/2018,7/5/2019,587
1450,What are the benefits of Times Points Debit Card,cards,Your Times Points Debit Card Offers 1. A Welcome benefits to choose one from a bouquet of upto 20 offers 2. You will be entitled to a one time offer of 500 bonus Times points. 3. You will provided with Great deals and discounts all throughout the year. 4. You will be able to redeem your Times points earned from your activities on TIL and Times Debit card Spends and avail attractive offers.,3/4/2019,6/9/2019,581
1451,Will I get notification about the expiry of my Times points,cards,"Yes, you will be notified through email on the expiry of your Times points. The emails notification will be sent to you from Times Internet Limited (TIL).",4/18/2019,12/19/2018,577
1452,I am not registered for times points program; can I apply for Times Point Debit card,cards,"Yes, you can apply for times points debit card. Basis your e-mail ID and mobile number provided to Syndicate Bank, you’ll be registered for Times Point. An e-mailer will be sent to you with your registration details.",6/6/2019,5/18/2019,598
1453,How do I register for Times Points,cards,"As a Times Points Debit Card holder you will be auto-registered for the Times points loyalty program. The registration will trigger an auto-generated mail to your bank registered email id. Please follow the simple steps (Section A): Please check for an email in your banks registered email inbox sent from Times Points. Please open the email and look for a link for setting up your password. The link will redirect you to www.timespoint.com website and ask you to set your password. Your profile will be completed and you can start earning Times Points for all your surfing and other activities If you are an existing member to Times Points 1) In case you have registered using your mobile number or different email id, you will be auto-registered for the Times points loyalty program with Syndicate Bank registered email. Please follow the simple steps mentioned in Section A Kindly note, your existing Times Points account will remain as is and points earn with your existing ID will not be added to your new Times Points account In case you have registered for Times Points account using your same email id which is registered with Syndicate bank, you do not need to do any further registration and you will continue to enjoy Times Points benefits",2/10/2019,7/13/2019,512
1454,Where do I redeem Times Points,cards,"Please login to www.timespoint.com using your registered email id and follow the simple steps: Click on the redeem tab and view the offers Select an offer and click on Redeem Enter delivery location with pin code verification Mention contact details and click on “Continue” Review and confirm your order. On successful redemption you will receive a confirmation on your registered email id. You can manage your Times Points thru an Times Points App available on iOS& Android Platform Please check for the confirmation email In case of query regarding registration to Times Points account, earning and redemption of Times Point please write to [email protected]",3/29/2019,2/14/2019,586
1455,Is there any Times points Apps which I can download on my mobile,cards,"Yes, you can download the app for your Android mobile from Google Playstore or for your iPhone from App Store.",10/16/2018,8/8/2019,532
1456,If I am having two member Id can I merge both the IDs and points,cards,"No, 2 IDs cannot be merged. The Times Points Debit Card linked Times Points account will be based on your Syndicate Bank registered email id. You will have to use the same account to do activity and accumulate times points.",10/4/2018,1/29/2019,526
1457,Which are the offers I am eligible as a Times Debit Card holder,cards,You will be able to choose one out of more than 20 welcome offers from leading e-com merchants in India. Additionally there will be more than 350 regular offers to avail at any point of time during the year. The minimum discounts on the offers would be 10% in addition to the merchants own discounts.,1/13/2019,10/8/2018,540
1458,Do I need to mandatorily register,cards,"Yes, to avail the offers and earn times points you need to register and activate the account.",12/12/2018,9/20/2018,565
1459,Is there any Personal Accidental Death Cover for Times Point Debit Card holders,cards,Yes. There is an Accelerated insurance cover of 10 lacs in case of death due to by Air / Road / Rail. For more information and Terms and condition you are requested to visit www.Syndicatebank.com.,4/18/2019,2/21/2019,567
1460,What should I share while calling TIL to identify myself,cards,"Presently we do not have Tele service. You are requested to write to us for any query, request or complain to [email protected]",9/22/2018,5/10/2019,597
1461,What do I do if I am not able to avail merchant offers,cards,"Do not worry if you are not able to avail the offers at your disposal. Any issue related merchant or code not working or bar code not getting read, just write to [email protected]",2/22/2019,9/20/2018,566
1462,Are there any exclusive benefits that come with the Times Points Debit Card,cards,The Times Points Debit Card also provides exclusive discounts of minimum 10% throughout the year. These offers can be availed at merchant establishment.,11/9/2018,12/30/2018,554
